date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:40	16710/16710	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-4146%22	https://win7simu.visnalize.com/css/player.29ecbe26.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/player.29ecbe26.css	(from https://win7simu.visnalize.com/)
10:46:40	2798/2798	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-aee%22	https://win7simu.visnalize.com/css/pricing.66f13b6d.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/pricing.66f13b6d.css	(from https://win7simu.visnalize.com/)
10:46:40	4347/4347	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-10fb%22	https://win7simu.visnalize.com/css/purbleplace.be5b69f5.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/purbleplace.be5b69f5.css	(from https://win7simu.visnalize.com/)
10:46:41	2830/2830	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-b0e%22	https://win7simu.visnalize.com/css/recorder.d26ed183.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/recorder.d26ed183.css	(from https://win7simu.visnalize.com/)
10:46:41	2030/2030	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-7ee%22	https://win7simu.visnalize.com/css/region.ce4666f8.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/region.ce4666f8.css	(from https://win7simu.visnalize.com/)
10:46:41	2350/2350	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-92e%22	https://win7simu.visnalize.com/css/run.19307de0.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/run.19307de0.css	(from https://win7simu.visnalize.com/)
10:46:41	1932/1932	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-78c%22	https://win7simu.visnalize.com/css/screensaver.8da57613.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/screensaver.8da57613.css	(from https://win7simu.visnalize.com/)
10:46:42	4293040/4293040	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-4181b0%22	https://win7simu.visnalize.com/css/scss.1bd00870.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/scss.1bd00870.css	(from https://win7simu.visnalize.com/)
10:46:42	1791/1791	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-6ff%22	https://win7simu.visnalize.com/css/shortcutwiz.bf7232ec.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/shortcutwiz.bf7232ec.css	(from https://win7simu.visnalize.com/)
10:46:42	8741/8741	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-2225%22	https://win7simu.visnalize.com/css/shutdown.fdf9001f.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/shutdown.fdf9001f.css	(from https://win7simu.visnalize.com/)
10:46:42	1414/1414	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-586%22	https://win7simu.visnalize.com/css/snipping.0b738aa8.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/snipping.0b738aa8.css	(from https://win7simu.visnalize.com/)
10:46:42	1109/1109	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-455%22	https://win7simu.visnalize.com/css/solitaire.efa06316.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/solitaire.efa06316.css	(from https://win7simu.visnalize.com/)
10:46:42	40675/40675	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-9ee3%22	https://win7simu.visnalize.com/css/startmenu.44696f7d.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/startmenu.44696f7d.css	(from https://win7simu.visnalize.com/)
10:46:43	2263/2263	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-8d7%22	https://win7simu.visnalize.com/css/stickynotes.ab965191.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/stickynotes.ab965191.css	(from https://win7simu.visnalize.com/)
10:46:43	1521/1521	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-5f1%22	https://win7simu.visnalize.com/css/taskbar.2b27b67c.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/taskbar.2b27b67c.css	(from https://win7simu.visnalize.com/)
10:46:43	4094/4094	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-ffe%22	https://win7simu.visnalize.com/css/taskmgr.988da49e.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/taskmgr.988da49e.css	(from https://win7simu.visnalize.com/)
10:46:43	1667/1667	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-683%22	https://win7simu.visnalize.com/css/testbox.7145f09a.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/testbox.7145f09a.css	(from https://win7simu.visnalize.com/)
10:46:44	1518/1518	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-5ee%22	https://win7simu.visnalize.com/css/tetris.c2ec39ad.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/tetris.c2ec39ad.css	(from https://win7simu.visnalize.com/)
10:46:44	7966/7966	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-1f1e%22	https://win7simu.visnalize.com/css/themestudio.2582d52a.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/themestudio.2582d52a.css	(from https://win7simu.visnalize.com/)
10:46:44	1481/1481	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-5c9%22	https://win7simu.visnalize.com/css/vdr.672ebf8b.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/vdr.672ebf8b.css	(from https://win7simu.visnalize.com/)
10:46:44	2015/2015	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-7df%22	https://win7simu.visnalize.com/css/webapp.53071bcd.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/webapp.53071bcd.css	(from https://win7simu.visnalize.com/)
10:46:45	82843/82843	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-1439b%22	https://win7simu.visnalize.com/css/win7-ui.82ef4b58.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/win7-ui.82ef4b58.css	(from https://win7simu.visnalize.com/)
10:46:45	57256/57256	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-dfa8%22	https://win7simu.visnalize.com/css/windows.15d86d14.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/windows.15d86d14.css	(from https://win7simu.visnalize.com/)
10:46:45	33879/33879	---M-Z	200	added ('OK')	text/css	etag:W/%2267ac2be4-8457%22	https://win7simu.visnalize.com/css/wordpad.6fddbc01.css	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/css/wordpad.6fddbc01.css	(from https://win7simu.visnalize.com/)
10:46:45	15966/15966	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-3e5e%22	https://win7simu.visnalize.com/js/about.79f1f1bb.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/about.79f1f1bb.js	(from https://win7simu.visnalize.com/)
10:46:45	55993/55993	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-dab9%22	https://win7simu.visnalize.com/js/about~bin~bsod~calc~camera~chrome~cmd~computer~cpanel~g-battery~g-calendar~g-clock~g-currency~g-weat~ebe0d192.492e1940.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/about_bin_bsod_calc_camera_chrome_cmd_computer_cpanel_g-battery_g-calendar_g-clock_g-currency_g-weat_ebe0d192.492e1940.js	(from https://win7simu.visnalize.com/)
10:46:46	103/103	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-67%22	https://win7simu.visnalize.com/js/animate.css.ef059b25.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/animate.css.ef059b25.js	(from https://win7simu.visnalize.com/)
10:46:46	11241/11241	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-2be9%22	https://win7simu.visnalize.com/js/bin.62e6ea07.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/bin.62e6ea07.js	(from https://win7simu.visnalize.com/)
10:46:46	15211/15211	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-3b6b%22	https://win7simu.visnalize.com/js/bin~bsod~camera~computer~cpanel~ie~minesweeper~notepad~paint~photo~player~purbleplace~recorder~snipp~c59c7086.117940da.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/bin_bsod_camera_computer_cpanel_ie_minesweeper_notepad_paint_photo_player_purbleplace_recorder_snipp_c59c7086.117940da.js	(from https://win7simu.visnalize.com/)
10:46:46	50850/50850	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-c6a2%22	https://win7simu.visnalize.com/js/bsod.5af74158.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/bsod.5af74158.js	(from https://win7simu.visnalize.com/)
10:46:46	18748/18748	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-493c%22	https://win7simu.visnalize.com/js/calc.c5135ab4.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/calc.c5135ab4.js	(from https://win7simu.visnalize.com/)
10:46:47	7326/7326	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-1c9e%22	https://win7simu.visnalize.com/js/camera.73899d1f.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/camera.73899d1f.js	(from https://win7simu.visnalize.com/)
10:46:47	175452/175452	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-2ad5c%22	https://win7simu.visnalize.com/js/chrome.208904cd.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chrome.208904cd.js	(from https://win7simu.visnalize.com/)
10:46:47	414/414	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-19e%22	https://win7simu.visnalize.com/js/chunk-2d0a45fe.fb48a8ec.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0a45fe.fb48a8ec.js	(from https://win7simu.visnalize.com/)
10:46:47	1338/1338	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-53a%22	https://win7simu.visnalize.com/js/chunk-2d0abc10.ec583b4c.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0abc10.ec583b4c.js	(from https://win7simu.visnalize.com/)
10:46:47	79153/79153	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-13531%22	https://win7simu.visnalize.com/js/chunk-2d0ac931.a12f1deb.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0ac931.a12f1deb.js	(from https://win7simu.visnalize.com/)
10:46:48	1295/1295	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-50f%22	https://win7simu.visnalize.com/js/chunk-2d0b1fab.860ba14c.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0b1fab.860ba14c.js	(from https://win7simu.visnalize.com/)
10:46:48	33676/33676	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-838c%22	https://win7simu.visnalize.com/js/chunk-2d0bd1b7.6f94e3f7.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0bd1b7.6f94e3f7.js	(from https://win7simu.visnalize.com/)
10:46:48	29551/29551	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-736f%22	https://win7simu.visnalize.com/js/chunk-2d0c023c.3bcfc928.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0c023c.3bcfc928.js	(from https://win7simu.visnalize.com/)
10:46:48	25038/25038	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-61ce%22	https://win7simu.visnalize.com/js/chunk-2d0c0686.33e89abd.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0c0686.33e89abd.js	(from https://win7simu.visnalize.com/)
10:46:49	3110/3110	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-c26%22	https://win7simu.visnalize.com/js/chunk-2d0c211b.92b71604.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0c211b.92b71604.js	(from https://win7simu.visnalize.com/)
10:46:49	28975/28975	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-712f%22	https://win7simu.visnalize.com/js/chunk-2d0c4bbc.057aadee.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0c4bbc.057aadee.js	(from https://win7simu.visnalize.com/)
10:46:49	53366/53366	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-d076%22	https://win7simu.visnalize.com/js/chunk-2d0c7ab1.437e076d.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0c7ab1.437e076d.js	(from https://win7simu.visnalize.com/)
10:46:49	2613/2613	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-a35%22	https://win7simu.visnalize.com/js/chunk-2d0c8407.e870494a.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0c8407.e870494a.js	(from https://win7simu.visnalize.com/)
10:46:49	48748/48748	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-be6c%22	https://win7simu.visnalize.com/js/chunk-2d0cc5e4.2ffb13d9.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0cc5e4.2ffb13d9.js	(from https://win7simu.visnalize.com/)
10:46:50	5672/5672	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-1628%22	https://win7simu.visnalize.com/js/chunk-2d0ccf19.e751fbf0.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0ccf19.e751fbf0.js	(from https://win7simu.visnalize.com/)
10:46:50	38812/38812	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-979c%22	https://win7simu.visnalize.com/js/chunk-2d0cef16.033af0be.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0cef16.033af0be.js	(from https://win7simu.visnalize.com/)
10:46:50	1750/1750	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267ac2be4-6d6%22	https://win7simu.visnalize.com/js/chunk-2d0cf315.fe03421d.js	C:/My%20Web%20Sites/digitalarchive/win7simu.visnalize.com/js/chunk-2d0cf315.fe03421d.js	(from https://win7simu.visnalize.com/)
